N3,FIRES CELL,Intelligence,OP 2.3.2,14.7,Brief MIOC leadership on methods (in SOPs) ,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.6  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,14.8,Update SOPs,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.6 16.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,14.9,Train CM cell on SOPs and decision support matrix,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.7  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,21,Plan and coordinate the surge of collection assets into the MOC AOR to support crisis operations.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.7 14.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,21.1,Identify collection requirements for crisis operations,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.7 15.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,21.2,Identify subordinate units and their assets that could satisfy the requirement.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,21.3,Identify POC to coordinate with subordinate units and work PED,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1 23.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,21.4,Communicate with subordinate units to request use of their collection assets,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1 24.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,21.5,Update the collection plan to reflect additional requirements and assets being used,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.3  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.2,21.6,Brief MIOC leadership,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.3 15.0 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.3,,Plan and Coordinate subordinate operations to Exploit Operational Information,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4  C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.3.3,12.0,Ensure all sensor operators and track processors understand track quality requirements and track reporting processes.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,NTA 2.2.1.2,,Plan and Coordinate subordinate operations to Track Contacts,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 3.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,NTA 2.2.1.2,11.0,Develop scheme of sensors to provide required track quality for prioritized targets or specified areas of interest.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 3.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,,Identify Target Collection Requirements,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 3.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,1,Targeting and fires priorities integrated into maritime ISR collection requirements for inclusion into the CMB process.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 3.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,1.1,Review the targeting and fires priorities,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 3.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,1.2,"Identify and list maritime ISR collection options to support each priority, if appropriate",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 10 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,1.3,Review and prioritize list of maritime ISR collection options,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 10.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,1.4,Attend CMB and brief prioritized list of maritime ISR collection options that support the targeting and fires priorities,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 10.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,1.5,Coordinate with CM cell to review final collection plan and identify maritime ISR collection requirements included,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 10.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,2,Collection Plan includes assets to support pre-strike planning and BDA.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 12 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,2.1,"Review the collection plan, CCIRs, PIRs",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 12.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,2.2,"Meet with Targeting team and space cell to identify pre-strike collection needs and BDA collection needs, including timing of collection.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 12.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,2.3,"Create a list of specific pre-strike and BDA collection needs, associated sensors, and timelines",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 12.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,2.4,Update collection plan to include pre-strike and BDA collection,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 12.4 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,2.5,Submit collection requirements via appropriate systems,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 12.5 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,2.6,Brief updated plan in the CM WG ,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 12.6 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,2.7,Identify appropriate targeting battle rhythm event(s) and brief collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 13 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,3,Coordinate collection requirements with the joint integrated prioritized target list for pre-strike planning and post-strike BDA.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 13.1 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,3.1,Review the latest JIPTL and collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 13.2 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,3.2,Coordinate with NALE and maybe AOC POCs to understand impending updates to the JIPTL,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Movement & Maneuver OP 1.2.4 13.3 C323,"Maritime Intelligence, Surveillance, and Reconnaissance Coordinator"
N3,FIRES CELL,Intelligence,OP 2.8.1,3.3,"Identify gaps in the collection plan for pre-strike planning or post-strike BDA, in which maritime ISR could assist",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.2  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.1,3.4,Coordinate with CM cell to update collection plan with maritime ISR options,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.2 16 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.1,5,"Ensure collection requirements include support to OTHT and battlespace awareness for dynamic targeting. (e.g. NIFE, TIFE, NOTCH)",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.2 16.1 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.1,5.1,Create a list collection support required to support OTHT and battlespace awareness for dynamic targeting,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Intelligence OP 2.8.2 16.2 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.1,5.2,Identify classification issues,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.1  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.1,5.3,Identify battle rhythm events where OTHT and dynamic targeting occur. ,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.1 2.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.1,5.4,Communicate with event leads to secure an invitation to the events,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.1 8.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.1,5.5,Coordinate with CM cell to review collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.1 9.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.1,5.6,Attend OTHT meetings,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.1,5.7,Attend dynamic targeting meetings,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 1.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,,Conduct Battle Damage Assessment,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 2.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,1,Integrate BDA priorities into maritime ISR collection requirements for inclusion into the CMB process.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 11.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,1.1,Coordinate with the Fires cell and targeting team to understand BDA priorities,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.9 14.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,1.2,"Identify maritime ISR collection options to support each BDA priority, if applicable",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.5  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,1.3,Attend CMB and brief list of maritime ISR collection options that support the BDA priorities,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.5 14.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,2,Obtain and analyze theater and national ISR products to support pre- and post-strike analysis.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.5.1  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,2.1,Coordinate with CM cell to cross-reference ISR products they already received,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.5.1 14.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,2.2,Coordinate with maritime ISR POCs at the theater and national level to obtain maritime ISR products,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.5.3  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,2.3,"Share products with CM cell, fires cell, and targeting cell.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.5.3 15.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,2.4,Analyze products,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.2  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,2.5,Attend targeting/BDA meetings and brief analysis of ISR products,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.2 1.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,3,Ensure Collection Plan includes assets required to support BDA.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.2 4.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,3.1,Review the collection plan and BDA priorities,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.2 5.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,3.2,"Meet with Targeting team and space cell to identify BDA collection needs, including timing of collection.",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.2 6.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,3.3,"Create a list of specific BDA collection needs, associated sensors, and timelines",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.2 7.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,3.4,Update collection plan to include BDA collection,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.2 8.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,3.5,Submit collection requirements via appropriate systems,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1.2 10.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,3.6,Brief updated plan in the CM WG ,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.1  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Intelligence,OP 2.8.4.1,3.7,Identify appropriate targeting battle rhythm event(s) and brief collection plan,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.1 5.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.1.9,4.2,"Identify and list maritime ISR collection options to support each priority, if appropriate",C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.1 8.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.1.9,4.3,Review and prioritize list of maritime ISR collection options,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.1 9.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.1.9,4.4,Attend CMB and brief prioritized list of maritime ISR collection options that support the targeting priorities,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.3  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.1.9,4.5,Coordinate with CM cell to review final collection plan and identify maritime ISR collection requirements included,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.3 12.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.2.5,,Plan and Coordinate subordinate operations to Interdict Targets,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.6  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.2.5,15.0,Develop scheme of sensors per Commander's guidance.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.6 15.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.2.7,14.0,Coordinate sensors and sensor data to provide required track quality for target engagement,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.7  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.2.7,15.0,Coordinate sensors and sensor data to provide attack assessment,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.2.7 13.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.1,,Plan and Coordinate [Maritime] Targeting,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1  C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.1,23.0,Create a sensors requirement estimate based upon the initial Fires staff estimate.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1 16.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Fires,OP 3.1,24.0,Complete a scheme of Sensors in support of scheme of Fires,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1 17.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Movement & Maneuver,OP 1.2.3,,Plan and Coordinate subordinate operations to Position Forces,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1 18.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Movement & Maneuver,OP 1.2.3,15.0,Plan and coordinate sensor operating areas and management direction to forces.,C323,,,,,,,,,,,,,,,,,,,N3 FIRES CELL Fires OP 3.1 20.0 C325,Maritime Dynamic Targeting Chief
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,,Conduct Operations in Depth,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,3,"Integrate all warfare capabilities in operational planning (e.g. traditional and irregular warfare, conventional, information, EW, cyber, space) to affect the adversary.",C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,3.1,Evaluate adversary capabilities and operations,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,3.2,Evaluate available capabilities and effects against adversary,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,3.3,Collect options to effect the adversary based upon available capabilities and assets,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,3.4,Prepare integrated fires plan to affect adversary,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,3.5,Submit integrated fires plan for approval,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,12.1,Identify maritime ISR collection options to support force generation and replacement of combat losses,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,12.2,"Coordinate with CM cell, MIOC watch and BWC to provide maritime ISR support",C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,12.3,Attend CMB and CM WG,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,12.4,Attend BWC standup,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,13,Determine subordinate and supporting command tasks to build maritime domain awareness across the AO and applicable domains.,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,13.1,Identify maritime ISR collection options to build maritime domain awareness.,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,13.2,Coordinate with subordinate units to leverage maritime ISR capabitilities,C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Movement & Maneuver,OP 1.2.4,13.3,"Coordinate with CM cell, MIOC Watch and MIOC analysis cell to leverage subordinate maritime ISR collection",C323,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Intelligence,OP 2.8.2,,Conduct Target Development,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Intelligence,OP 2.8.2,16,Develop the Component Critical Target Matrix and nominate targets to HHQ Time-Sensitive Target List. ,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Intelligence,OP 2.8.2,16.1,Create a crtiical target matrix for approval,,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Intelligence,OP 2.8.2,16.2,Nominate targets for TST list,,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.2.1,,Plan and Coordinate subordinate operations to Provide Close Air Support (CAS) Integration,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.2.1,5.0,Promulgate maritime dynamic targeting guidance.,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.2.1,8.0,Coordinate to complete attack after target identification.,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.2.1,9.0,Track attacking systems that deliver ordnance.,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.2.3,,Plan and Coordinate subordinate operations to Conduct Offensive Counterair (OCA),C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.2.3,12.0,Establish a process to minimize time to get ordnance on time-sensitive targets after initiation and acceptance of target.,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.1,,Plan and Coordinate [Maritime] Targeting,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.1,16.0,"Publish any associated scheme(s) of maneuver, main and supporting efforts (as applicable).",C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.1,17.0,Establish and rehearse process(es) for coordinating multi-dimensional Fires timing and tempo.,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.1,18.0,Coordinate attack plan after detection of time-sensitive target.,C325,,,,,,,,,,,,,,,,,,,,
N3,FIRES CELL,Fires,OP 3.1,20.0,Provide subordinate forces target track information when required.,C325,,,,,,,,,,,,,,,,,,,,
